RecordID,ClassID,UserID,LessonID,LessonAttempt,TotalTime,XML,Q1Data,Q2Data,Q3Data,Q4Data,Q5Data,Q6Data,Q7Data,Q8Data,Q9Data,Q1Duration,Q2Duration,Q3Duration,Q4Duration,WritingTime,Q6Duration,Q7Duration,Q8Duration,Q9Duration,test,WritingTime_original,WritingTime_log,WritingTime_scale
60,formal,formal2_04,lesson9,1,2236.755,Lesson9-Job.xml,Next,Arousal1_Pleasant1,4.0,1.0,"The American labor force has changed profoundly during the nation's evolution from an agrarian society into a modern industrial state. Organized labor continues to be an important political and economic force today, but its influence has waned markedly. Newer industries, meanwhile, have sought highly skilled workers who can adapt to continuous changes produced by computers and other new technologies.",4.0,5.0,6.0,5.0,249.547,14.812,9.187,10.39,1865.266,4.609,27.453,18.39,9.468,posttest,1865.266,7.531694922158914,0.7850692873815341
61,formal,formal2_04,lesson10,1,1548.07,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant9,5.0,1.0,"Butterfly and moth are in the group of insects called lepidoptera. Its have some things in common. Both have tiny colored scales covering their wings. Flying large-winged insects with two long antennae and a four - stage life cycle egg, larva caterpillar, pupa, adult called metamorphosis. both have a number of differences as well. like Butterflies active during the day whereas moths active at night. the bodies are slender and smoother than the thicker and hairier. butterflies have colorful wings, but many moths aren't so bright and colorful, ",4.0,5.0,6.0,6.0,228.234,10.89,44.828,7.218,1122.594,8.609,30.421,21.0,19.359,posttest,1122.594,7.024287755237191,0.47227493920349195
62,formal,formal4_05,lesson2,1,111.334,Lesson2-Flood.xml,Next,Arousal9_Pleasant9,7.0,5.0,"s nsa, djf nekf efkemas, dsamn as dak damsdaslda jdsa msald asldaskjfsk fsaklfj fedskf fsdklfj sklfa iflkfeujfen fei fjeflk fs nsasdm asdlsak djsaoi fsldioeiro ero a l dsalddns foeiolf eoflllskdfas dasldasil fjefiros aldas doslf jeoifa sslkd aslas jaskld asldlsfk sl fslfkefo iefka ksal elfke oirek dsk fsdofsdf dsis lksedf dsf dslfdsfldoidf kdsf sdf sdlf sdlf dsfioerfr ofdsl fdsldf ds",6.0,6.0,6.0,6.0,1.546,3.468,6.25,3.328,49.453,13.093,8.703,2.843,1.312,pretest,49.453,3.921042209848306,0.02029554641888141
63,formal,formal4_05,lesson3,1,122.896,Lesson3-Hurricane.xml,Next,Arousal9_Pleasant9,6.0,6.0,"ioerjevrv sdskklf jdfasijed fklas dasdi as eir efla lks dofs dlfs osdlfk dsfl ds odfrtr[sd fldsfd;s ldogk s; fsdf;sd fdsfldsf ;dsfsdf sdlfd;s sd1 fsdlf s f[s ;fdlsdfos sertr otrrtg-orthifdokg dsg;kdolsdgl[ fgodfgld[fgdlgdglds [dsgodsgld g;dl gs1; got ketogerg sjdjfns euifhiefief isde jdks kd djv dsfjdjks dkfdj sdfds sdf ksdjfdsgnxmcxs.cdvcmnv, .xvxczlkdoilf dlgk merlkgre lsgkreg asjd efikjef",5.0,6.0,5.0,6.0,1.359,2.468,2.812,3.499,66.093,9.156,2.937,5.781,4.64,pretest,66.093,4.2060797166281265,0.027303886512062007
64,formal,formal4_05,lesson9,1,253.38,Lesson9-Job.xml,Next,Arousal5_Pleasant9,7.0,2.0,"deterioration During the 1970s, entry into the work force asdi asndsad kas di akskdm sxdsad asra, asdm masdl am kdl malerrtim alda.a, sdm asdkr, amsd allsd rfkm kksd d am dkf ke fr m sl dfldf k lfgk ls alk .a l lkd la sald kf kklsk fdl a lkfgi ls lk j l l osl ;la ;df kd ik sldf lskdf kmcvm, sa.sd, sadk, al, lsdkfsdfjs iisjksk kaksd kj",6.0,5.0,6.0,6.0,7.031,3.171,3.656,3.156,206.0,2.546,1.843,1.14,1.312,posttest,206.0,5.332718793265369,0.08622911712604145
65,formal,formal4_05,lesson10,1,312.367,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant5,6.0,4.0,"Butterfly and moth have some things in common, that is flying and happy arounf jtjej worls so i am nothe sar askd skdi lasdi lgti sdsdi sdcasdx amsd anas amsdie asdna ald asdor asdorn trgos asd mv asdod aisdm axlasdsj asdsad aeirr askdnedfa asdnu aidefr aidefna asdi amsdi asdsi ka kasdr koaslao lasdo kasdokasd alsdofff kasdl ksadaldcrjrgit kv",4.0,6.0,6.0,5.0,3.468,9.078,2.5,3.468,248.906,3.406,4.328,3.375,2.781,posttest,248.906,5.521084847156522,0.10430002097447937
67,formal,formal2_05,lesson2,1,466.947,Lesson2-Flood.xml,Next,Arousal8_Pleasant8,1.0,2.0,"Floods and its occurrenceFloods are considered to be second largest natural calamity after fire that affects human life. Floods occur due to many reasons including melting of the snow and heavy rains, which contributes to the rise of water level. However the prediction of the floods are still uncertain to the scientific community.",5.0,5.0,2.0,4.0,37.734,2.953,4.203,3.609,348.703,2.265,16.25,10.578,14.14,pretest,348.703,5.857084222814345,0.14633195103933175
68,formal,formal2_05,lesson3,1,572.929,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant8,1.0,2.0,"Hurricanes that hit the United StatesTwo major hurricanes that hit the united states in the last few years were, Andrew and Katrina. Andrew hit Florida while Katrina affected the Mississippi and Louisiana. These two hurricanes caused a lots of sufferings and devastation to the people. In comparison Andrew was more stronger, while Katrina caused more destruction and fatalities.",5.0,5.0,2.0,4.0,54.703,3.562,8.468,3.703,419.406,2.578,19.984,6.859,7.031,pretest,419.406,6.041220911022739,0.17611023647251373
69,formal,formal2_05,lesson9,1,854.958,Lesson9-Job.xml,Next,Arousal8_Pleasant7,1.0,2.0,Consequences of technology on job marketThe explosive growth in world trade led to decline in the explosive growth of labor market. Man power required to produce a ton of product in 1960 was more than that required in 1980 because of technology. Technological replacement has affected only a group of work force and has been affecting the economy. This is mainly due to lack of proper channel of distribution.,5.0,5.0,5.0,5.0,26.984,31.687,12.218,5.64,714.25,6.671,18.703,10.921,7.624,posttest,714.25,6.572632131930219,0.3002909471956952
70,formal,formal2_05,lesson10,1,2460.493,Lesson10-Butterfly.xml,Next,Arousal9_Pleasant5,1.0,1.0,"Moths and Butterflies-a comparison.Moths and Butterflies are insects classified as lepidoptera with wings and antennae and a four stage life cycle called metamorphosis. Both have head, thorax, abdomen and a long tongue called a proboscis. They have tiny dust like colored scales covering their wings. Differences are that butterflies are diurnal, with slender and smoother bodies, thick knob antennae, colorful wings which fold while resting where as moths are nocturnal with thick hairy body, plain antennae without knob and do not fold wings. During metamorphosis butterfly forms chrysalis whereas moth forms cocoon.",5.0,5.0,5.0,6.0,70.343,19.859,22.453,6.359,2267.235,9.359,22.14,12.515,10.781,posttest,2267.235,7.726757275000208,0.954368293325988
71,formal,formal14_01,lesson2,1,667.115,Lesson2-Flood.xml,Next,Arousal8_Pleasant7,2.0,2.0,"Flooding is second commonest natural disaster, which can do lots of damages and even death.Scientist can improve the ability to predict the flooding by observing and judging condition of the deep snow melting, sudden warming weather, still frozen ground, heavy raining, weak dam.The combined estimation will help the scientists to better predict the flooding and prevent the damages at best.",4.0,4.0,3.0,4.0,83.953,6.421,4.828,3.906,437.281,4.609,21.125,55.765,36.89,pretest,437.281,6.082860257181026,0.18363872680698506
72,formal,formal14_01,lesson3,1,705.601,Lesson3-Hurricane.xml,Next,Arousal8_Pleasant8,1.0,1.0,"Andrew and Katrina are the two most destructive hurricanes in U.S. in recent year.Andrew, category 5, , stuck south of FL in 1992, caused a storm surge of 17 feet.Katrina, category 3, stuck MS and LA coast, caused a storm surge of 12 feet. Although not as strong as Andrew, Katrina did much greater damages and deaths, because the New Orleans lies in its path.",4.0,5.0,2.0,3.0,68.625,8.609,17.968,4.828,521.859,3.406,22.609,27.562,17.656,pretest,521.859,6.259311829246359,0.21926080543685458
73,formal,formal14_01,lesson9,1,926.396,Lesson9-Job.xml,Next,Arousal5_Pleasant5,4.0,3.0,"you can not blame the industries which moved their factories to the lo-w wage countries, it is all about the market, and every business has to be competitive.But what we can do is educate the potential work force to be well prepared for the high technical world.That require the government to focus more financial and political energy on education, from the kindergarten, even earlier phrase.This will be a long way to change it, but it will pay off in the long run.",4.0,5.0,2.0,2.0,94.109,11.515,28.109,8.968,622.875,21.281,49.687,38.984,38.5,posttest,622.875,6.435950027789773,0.2618061469544466
74,formal,formal14_01,lesson10,1,729.817,Lesson10-Butterfly.xml,Next,Arousal7_Pleasant6,2.0,2.0,"The butterfly and the moth share some in common, and can be different in many ways.Both of them have three body parts, have proboscis, have scales on body.But butterfly is diurnal, and moth is nocturnal, Butterfly antennae have thick knobs on their end, but moth's antennae has not.Butterfly is colorful, but moth is dull.Butterfly has chrysalis during life circle, but moth has the cocoon.",5.0,1.0,2.0,5.0,112.078,9.484,14.218,7.046,491.312,4.718,11.109,39.39,27.859,posttest,491.312,6.199112661847946,0.20639519456988417
75,formal,formal8_01,lesson2,1,802.661,Lesson2-Flood.xml,Next,Arousal5_Pleasant2,1.0,2.0,"In this world floods resulting widespread damage and death. Snow melts, Heavy rain and sudden summer warmer weather caused floods. Scientists can only provide information about when floods are probably occur. This information help us to reduce the damage caused by floods. So our scientists always trying to convince the people about how to reduce the damage of these floods.",4.0,5.0,3.0,4.0,107.593,10.984,32.953,6.796,524.156,12.859,32.046,15.093,18.968,pretest,524.156,6.263695361310571,0.22022824276822692
77,formal,formal16_04,lesson2,1,685.459,Lesson2-Flood.xml,Next,Arousal7_Pleasant5,1.0,1.0,"Floods are one of the most common natural disasters on earth and it cause widespread damage all around the earth. Floods are caused by conditions such as deep snow, ice-covered rivers, heavy rains etc. Knowing these conditions help predicting the flood and can reduce the damage. Deep snow along with heavy rain often cause flooding.",5.0,4.0,2.0,6.0,94.984,11.046,3.875,2.828,504.984,5.968,10.375,12.5,13.765,pretest,504.984,6.2265050482341655,0.21215348938682918
78,formal,formal16_04,lesson3,1,1041.911,Lesson3-Hurricane.xml,Next,Arousal9_Pleasant2,1.0,1.0,"Andrew and Katrina were two most destructive hurricanes to hit in recent years in US. Andrew was more stronger which was category 5 whereas Katrina was category 3. But Katrina was far more deadly than Andrew because city of New Orleans was in its path. Andrew caused 26 casualties while Katrina caused 1, 800 casualties.",6.0,2.0,1.0,2.0,115.015,7.921,3.437,2.656,818.562,2.39,21.937,27.406,16.984,pretest,818.562,6.708770051209859,0.34422447915482113
79,formal,formal16_04,lesson9,1,1551.227,Lesson9-Job.xml,Next,Arousal5_Pleasant5,2.0,1.0,There are many factors responsible for declining of labor market Due to unusual growth in world trade.In 1970's this was due to unusual growth in world trade. Later Companies began to shift their location to countries where wages is low and this also caused declining of labor market. Moreover advent new machines decreased demand for human work force.These factors made unemployment for millions.,4.0,5.0,5.0,6.0,220.468,14.64,16.234,10.015,1191.313,5.812,38.5,16.687,11.921,posttest,1191.313,7.083650397048796,0.5012176148563332
80,formal,formal16_04,lesson10,1,2944.928,Lesson10-Butterfly.xml,Next,Arousal7_Pleasant6,1.0,1.0,"In many terms a moth and a butterfly are similar. Both have large wings and two long antennae, both have four staged life cycle, both are classified as Order lepidoptera, their body have three distinct parts, both have same type of lungs and also their scales are similar.Also they have some differences. Butterflies are diurnal but moths are nocturnal. Also their wing's color and motion, smoothness of their body, stages of their life cycle, specification of their antennae are different.",4.0,2.0,3.0,5.0,73.875,9.703,9.296,7.109,557.1324593023255,4.265,101.687,154.859,9.703,posttest,2549.438,6.324596316472832,0.23411707941844484
81,formal,formal5_05,lesson2,1,1066.099,Lesson2-Flood.xml,Next,Arousal5_Pleasant8,3.0,2.0,floods are most common of all natural disasters. scientists trying to predict floods and other natural disasters in certain conditions. if deep snow with heavy rain together occurs heavy damage will occur. when floods will occur the water levels in rivers and streams will increase and overflows and flooding the surrounding area.,4.0,5.0,5.0,5.0,139.234,25.875,32.421,17.5,689.953,25.265,37.921,23.171,47.453,pretest,689.953,6.538071804088248,0.29005767560651197
